,AdjClose,Close,Date,High,Low,Open,Volume
2497,"15,663.34","15,663.34","Mar 3, 2006","15,897.29","15,658.64","15,835.43","111,200"
2498,"15,909.76","15,909.76","Mar 2, 2006","16,106.26","15,879.71","16,068.76","118,200"
2499,"15,964.46","15,964.46","Mar 1, 2006","16,053.30","15,910.65","16,026.82","139,200"
2500,"16,205.43","16,205.43","Feb 28, 2006","16,229.68","15,953.32","16,218.62","154,400"
2501,"16,192.95","16,192.95","Feb 27, 2006","16,290.15","16,123.29","16,156.15","152,600"
2502,"16,101.91","16,101.91","Feb 24, 2006","16,118.11","15,947.04","16,034.67","122,800"
2503,"16,096.10","16,096.10","Feb 23, 2006","16,096.10","15,892.51","15,908.87","121,400"
2504,"15,781.78","15,781.78","Feb 22, 2006","15,923.00","15,679.91","15,882.64","145,600"
2505,"15,894.94","15,894.94","Feb 21, 2006","15,894.94","15,573.71","15,602.83","126,800"
2506,"15,437.93","15,437.93","Feb 20, 2006","15,661.85","15,389.58","15,620.58","128,800"
2507,"15,713.45","15,713.45","Feb 17, 2006","16,129.94","15,702.67","16,078.51","121,600"
2508,"16,043.67","16,043.67","Feb 16, 2006","16,109.20","15,842.00","15,901.38","116,200"
2509,"15,932.83","15,932.83","Feb 15, 2006","16,312.74","15,932.83","16,302.94","123,200"
2510,"16,184.87","16,184.87","Feb 14, 2006","16,184.87","15,691.86","15,845.19","149,200"
2511,"15,877.66","15,877.66","Feb 13, 2006","16,191.93","15,877.66","16,191.93","143,800"
2512,"16,257.83","16,257.83","Feb 10, 2006","16,525.50","16,090.93","16,525.50","180,200"
2513,"16,439.67","16,439.67","Feb 9, 2006","16,540.49","16,351.43","16,444.74","130,800"
2514,"16,272.68","16,272.68","Feb 8, 2006","16,682.91","16,272.68","16,609.96","134,400"
2515,"16,720.99","16,720.99","Feb 7, 2006","16,769.37","16,681.04","16,768.16","151,400"
2516,"16,747.76","16,747.76","Feb 6, 2006","16,777.37","16,578.19","16,736.23","120,200"
2517,"16,659.64","16,659.64","Feb 3, 2006","16,665.10","16,567.87","16,596.21","125,000"
2518,"16,710.55","16,710.55","Feb 2, 2006","16,736.18","16,611.53","16,632.60","158,600"
2519,"16,480.09","16,480.09","Feb 1, 2006","16,671.91","16,480.09","16,594.90","160,400"
2520,"16,649.82","16,649.82","Jan 31, 2006","16,718.79","16,561.31","16,603.90","143,200"
2521,"16,551.23","16,551.23","Jan 30, 2006","16,754.60","16,538.72","16,615.91","203,400"
